name,category,gender,color,style,occasion,fit,season,recommended_skin_tones,recommended_body_types,temperature,material,tags,image_url
Brown Linen Shirt 218,Top,Unisex,Brown,Casual,"Date, Party",Relaxed Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Linen,"Brown, casual, solid, minimal",images/top/brown_linen_shirt.jpg
Brown Blazer 219,Outerwear,Unisex,Brown,Smart Casual,Presentation,Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Any,Cotton,"Brown, smart casual, solid, versatile, minimal",images/outerwear/brown_blazer.jpg
Mustard Shorts 220,Bottom,Unisex,Mustard,Casual,"Casual Outing, Travel",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Mustard, casual, striped",images/bottom/mustard_shorts.jpg
Light Blue Blazer 221,Outerwear,Unisex,Light Blue,Smart Casual,"Interview, Date",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Any,Wool,"Light Blue, smart casual, check, versatile",images/outerwear/light_blue_blazer.jpg
White Jeans 222,Bottom,Unisex,White,Casual,Travel,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Denim,"White, casual, solid, minimal",images/bottom/white_jeans.jpg
Brown Henley 223,Top,Unisex,Brown,Smart Casual,Casual Outing,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"Brown, smart casual, solid, versatile, minimal",images/top/brown_henley.jpg
Brown Sneakers 224,Shoes,Unisex,Brown,Casual,"Date, Casual Outing",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Canvas,"Brown, casual, solid, minimal",images/shoes/brown_sneakers.jpg
Mustard Cargo Pants 225,Bottom,Unisex,Mustard,Streetwear,"University, Party, Casual Outing",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Mustard, streetwear, solid, urban, minimal",images/bottom/mustard_cargo_pants.jpg
Mustard Linen Shirt 226,Top,Unisex,Mustard,Casual,Casual Outing,Relaxed Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Mustard, casual, solid, minimal",images/top/mustard_linen_shirt.jpg
Pink Loafers 227,Shoes,Unisex,Pink,Business Casual,"Presentation, Party",Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Pink, business casual, solid, professional, minimal",images/shoes/pink_loafers.jpg
Forest Green Boots 228,Shoes,Unisex,Forest Green,Casual,"Party, University, Casual Outing",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Forest Green, casual, solid, minimal",images/shoes/forest_green_boots.jpg
Burgundy T-Shirt 229,Top,Unisex,Burgundy,Streetwear,"Casual Outing, Date",Relaxed Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Burgundy, streetwear, striped, urban",images/top/burgundy_t-shirt.jpg
Burgundy Jeans 230,Bottom,Unisex,Burgundy,Smart Casual,"Date, Travel",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Denim,"Burgundy, smart casual, solid, versatile, minimal",images/bottom/burgundy_jeans.jpg
Navy Oxford Shoes 231,Shoes,Unisex,Navy,Business Casual,Business Meeting,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Navy, business casual, solid, professional, minimal",images/shoes/navy_oxford_shoes.jpg
Black Chinos 232,Bottom,Unisex,Black,Smart Casual,"Casual Outing, University",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"Black, smart casual, solid, versatile, minimal",images/bottom/black_chinos.jpg
Burgundy Linen Shirt 233,Top,Unisex,Burgundy,Smart Casual,"Casual Outing, Date",Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Burgundy, smart casual, striped, versatile",images/top/burgundy_linen_shirt.jpg
Brown Blazer 234,Outerwear,Unisex,Brown,Business Casual,"Business Meeting, Wedding, Date",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Brown, business casual, solid, professional, minimal",images/outerwear/brown_blazer.jpg
Black Sandals 235,Shoes,Unisex,Black,Casual,"Travel, Beach, Casual Outing",Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Rubber,"Black, casual, solid, minimal",images/shoes/black_sandals.jpg
Olive Knit Sweater 236,Top,Unisex,Olive,Minimalist,"Date, Travel, Casual Outing",Regular Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"Olive, minimalist, solid, minimal",images/top/olive_knit_sweater.jpg
Forest Green Boots 237,Shoes,Unisex,Forest Green,Streetwear,"University, Casual Outing, Party",Regular Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Suede,"Forest Green, streetwear, solid, urban, minimal",images/shoes/forest_green_boots.jpg
White Denim Jacket 238,Outerwear,Unisex,White,Streetwear,"Casual Outing, Date",Relaxed Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Denim,"White, streetwear, solid, urban, minimal",images/outerwear/white_denim_jacket.jpg
Pink Loafers 239,Shoes,Unisex,Pink,Business Casual,Date,Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Pink, business casual, solid, professional, minimal",images/shoes/pink_loafers.jpg
Navy Sneakers 240,Shoes,Unisex,Navy,Casual,Party,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Canvas,"Navy, casual, solid, minimal",images/shoes/navy_sneakers.jpg
Pink Oxford Shoes 241,Shoes,Unisex,Pink,Business Casual,"Interview, Wedding",Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Pink, business casual, solid, professional, minimal",images/shoes/pink_oxford_shoes.jpg
Red T-Shirt 242,Top,Unisex,Red,Minimalist,Travel,Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Red, minimalist, striped",images/top/red_t-shirt.jpg
Forest Green Sandals 243,Shoes,Unisex,Forest Green,Casual,"Beach, Casual Outing",Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Rubber,"Forest Green, casual, solid, minimal",images/shoes/forest_green_sandals.jpg
Forest Green Loafers 244,Shoes,Unisex,Forest Green,Business Casual,"Office, Presentation, Business Meeting",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Forest Green, business casual, solid, professional, minimal",images/shoes/forest_green_loafers.jpg
Red Cargo Pants 245,Bottom,Unisex,Red,Casual,"Party, Travel, Casual Outing",Relaxed Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Red, casual, solid, minimal",images/bottom/red_cargo_pants.jpg
Light Blue Blazer 246,Outerwear,Unisex,Light Blue,Business Casual,"Wedding, Interview, Business Meeting",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Light Blue, business casual, check, professional",images/outerwear/light_blue_blazer.jpg
Light Blue Dress Trousers 247,Bottom,Unisex,Light Blue,Formal,"Presentation, Wedding, Office",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Wool,"Light Blue, formal, solid, professional, minimal",images/bottom/light_blue_dress_trousers.jpg
Mustard Linen Shirt 248,Top,Unisex,Mustard,Smart Casual,"Travel, Party",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Mustard, smart casual, striped, versatile",images/top/mustard_linen_shirt.jpg
Lavender Dress Trousers 249,Bottom,Unisex,Lavender,Formal,"Wedding, Presentation",Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Wool,"Lavender, formal, solid, professional, minimal",images/bottom/lavender_dress_trousers.jpg
Khaki Sneakers 250,Shoes,Unisex,Khaki,Streetwear,Travel,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Canvas,"Khaki, streetwear, solid, urban, minimal",images/shoes/khaki_sneakers.jpg
Olive Polo Shirt 251,Top,Unisex,Olive,Smart Casual,"Travel, Office, Party",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Olive, smart casual, striped, versatile",images/top/olive_polo_shirt.jpg
Pink Jeans 252,Bottom,Unisex,Pink,Streetwear,"Casual Outing, Travel, University",Slim Fit,All Season,"Fair, Medium","Slim, Average, Athletic",Any,Denim,"Pink, streetwear, solid, urban, minimal",images/bottom/pink_jeans.jpg
Olive Loafers 253,Shoes,Unisex,Olive,Business Casual,"Presentation, Date, Wedding",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Suede,"Olive, business casual, solid, professional, minimal",images/shoes/olive_loafers.jpg
Grey Henley 254,Top,Unisex,Grey,Casual,"Travel, University",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Mild,Cotton,"Grey, casual, solid, minimal",images/top/grey_henley.jpg
Olive Blazer 255,Outerwear,Unisex,Olive,Smart Casual,"Business Meeting, Date, Wedding",Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Cool,Wool,"Olive, smart casual, check, versatile",images/outerwear/olive_blazer.jpg
Red Linen Shirt 256,Top,Unisex,Red,Casual,"Date, Beach",Relaxed Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Linen,"Red, casual, striped",images/top/red_linen_shirt.jpg
Navy Bomber Jacket 257,Outerwear,Unisex,Navy,Streetwear,"University, Date, Travel",Oversized,All Season,"Fair, Medium, Deep","Slim, Average, Broad, Plus Size",Mild,Cotton,"Navy, streetwear, solid, urban, minimal",images/outerwear/navy_bomber_jacket.jpg
Pink Loafers 258,Shoes,Unisex,Pink,Smart Casual,"Date, Party",Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Pink, smart casual, solid, versatile, minimal",images/shoes/pink_loafers.jpg
Grey Dress Trousers 259,Bottom,Unisex,Grey,Business Casual,Interview,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Wool,"Grey, business casual, pinstripe, professional",images/bottom/grey_dress_trousers.jpg
Lavender Henley 260,Top,Unisex,Lavender,Smart Casual,Travel,Slim Fit,All Season,"Fair, Medium","Slim, Average, Athletic",Warm,Cotton,"Lavender, smart casual, solid, versatile, minimal",images/top/lavender_henley.jpg
Pink Oxford Shirt 261,Top,Unisex,Pink,Smart Casual,"Office, Business Meeting, Presentation",Slim Fit,All Season,"Fair, Medium","Slim, Average, Athletic",Any,Cotton,"Pink, smart casual, striped, versatile",images/top/pink_oxford_shirt.jpg
Navy Bomber Jacket 262,Outerwear,Unisex,Navy,Casual,"Casual Outing, Party, University",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Nylon,"Navy, casual, solid, minimal",images/outerwear/navy_bomber_jacket.jpg
Red T-Shirt 263,Top,Unisex,Red,Casual,"University, Date",Relaxed Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Red, casual, solid, minimal",images/top/red_t-shirt.jpg
Red Dress Shirt 264,Top,Unisex,Red,Business Casual,Wedding,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Red, business casual, solid, professional, minimal",images/top/red_dress_shirt.jpg
Black Blazer 265,Outerwear,Unisex,Black,Smart Casual,"Date, Business Meeting, Presentation",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Any,Cotton,"Black, smart casual, solid, versatile, minimal",images/outerwear/black_blazer.jpg
Lavender Denim Jacket 266,Outerwear,Unisex,Lavender,Casual,"Party, Travel",Regular Fit,Autumn/Winter,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Cool,Denim,"Lavender, casual, solid, minimal",images/outerwear/lavender_denim_jacket.jpg
Brown Linen Shirt 267,Top,Unisex,Brown,Smart Casual,Party,Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Brown, smart casual, striped, versatile",images/top/brown_linen_shirt.jpg
Cream Denim Jacket 268,Outerwear,Unisex,Cream,Streetwear,Casual Outing,Relaxed Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Denim,"Cream, streetwear, solid, urban, minimal",images/outerwear/cream_denim_jacket.jpg
Navy Oxford Shoes 269,Shoes,Unisex,Navy,Formal,"Wedding, Business Meeting",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Navy, formal, solid, professional, minimal",images/shoes/navy_oxford_shoes.jpg
Navy Oxford Shoes 270,Shoes,Unisex,Navy,Formal,Presentation,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Navy, formal, solid, professional, minimal",images/shoes/navy_oxford_shoes.jpg
Burgundy Boots 271,Shoes,Unisex,Burgundy,Streetwear,"Travel, University",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Suede,"Burgundy, streetwear, solid, urban, minimal",images/shoes/burgundy_boots.jpg
Cream Oxford Shirt 272,Top,Unisex,Cream,Business Casual,"Wedding, Business Meeting",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"Cream, business casual, check, professional",images/top/cream_oxford_shirt.jpg
Brown Polo Shirt 273,Top,Unisex,Brown,Smart Casual,"Party, University",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Brown, smart casual, solid, versatile, minimal",images/top/brown_polo_shirt.jpg
Black Dress Shirt 274,Top,Unisex,Black,Formal,Office,Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Black, formal, striped, professional",images/top/black_dress_shirt.jpg
Olive Linen Shirt 275,Top,Unisex,Olive,Casual,"Party, Beach",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Linen,"Olive, casual, solid, minimal",images/top/olive_linen_shirt.jpg
Lavender Oxford Shoes 276,Shoes,Unisex,Lavender,Business Casual,"Interview, Wedding",Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Lavender, business casual, solid, professional, minimal",images/shoes/lavender_oxford_shoes.jpg
Black Knit Sweater 277,Top,Unisex,Black,Smart Casual,"University, Travel",Regular Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Wool,"Black, smart casual, solid, versatile, minimal",images/top/black_knit_sweater.jpg
Forest Green Polo Shirt 278,Top,Unisex,Forest Green,Smart Casual,"Office, Travel",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Forest Green, smart casual, striped, versatile",images/top/forest_green_polo_shirt.jpg
Light Blue Cargo Pants 279,Bottom,Unisex,Light Blue,Casual,"Travel, Casual Outing",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Light Blue, casual, solid, minimal",images/bottom/light_blue_cargo_pants.jpg
Navy Dress Trousers 280,Bottom,Unisex,Navy,Business Casual,"Wedding, Business Meeting, Presentation",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Mild,Polyester,"Navy, business casual, pinstripe, professional",images/bottom/navy_dress_trousers.jpg
Khaki Cargo Pants 281,Bottom,Unisex,Khaki,Casual,Travel,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Khaki, casual, solid, minimal",images/bottom/khaki_cargo_pants.jpg
Black Bomber Jacket 282,Outerwear,Unisex,Black,Streetwear,"Casual Outing, Party, Date",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"Black, streetwear, solid, urban, minimal",images/outerwear/black_bomber_jacket.jpg
Grey Polo Shirt 283,Top,Unisex,Grey,Preppy,"Casual Outing, Date, Office",Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Grey, preppy, striped",images/top/grey_polo_shirt.jpg
Light Blue Blazer 284,Outerwear,Unisex,Light Blue,Smart Casual,"Date, Business Meeting",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Any,Cotton,"Light Blue, smart casual, solid, versatile, minimal",images/outerwear/light_blue_blazer.jpg
Burgundy Knit Sweater 285,Top,Unisex,Burgundy,Preppy,"University, Office",Relaxed Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Burgundy, preppy, solid, minimal",images/top/burgundy_knit_sweater.jpg
Grey Hoodie 286,Top,Unisex,Grey,Casual,"Party, University",Relaxed Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Grey, casual, graphic",images/top/grey_hoodie.jpg
Pink Sandals 287,Shoes,Unisex,Pink,Casual,Beach,Regular Fit,Spring/Summer,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Hot,Rubber,"Pink, casual, solid, minimal",images/shoes/pink_sandals.jpg
White Chinos 288,Bottom,Unisex,White,Business Casual,"University, Office",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"White, business casual, solid, professional, minimal",images/bottom/white_chinos.jpg
Olive Chinos 289,Bottom,Unisex,Olive,Business Casual,"Office, Business Meeting",Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Any,Cotton,"Olive, business casual, solid, professional, minimal",images/bottom/olive_chinos.jpg
Black Dress Shirt 290,Top,Unisex,Black,Formal,"Interview, Office, Wedding",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Black, formal, striped, professional",images/top/black_dress_shirt.jpg
Navy T-Shirt 291,Top,Unisex,Navy,Casual,University,Oversized,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Broad, Plus Size",Hot,Cotton,"Navy, casual, graphic",images/top/navy_t-shirt.jpg
White Loafers 292,Shoes,Unisex,White,Smart Casual,"Wedding, Business Meeting, Date",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Suede,"White, smart casual, solid, versatile, minimal",images/shoes/white_loafers.jpg
Beige Hoodie 293,Top,Unisex,Beige,Streetwear,"Travel, Casual Outing, Party",Oversized,Autumn/Winter,"Medium, Deep","Slim, Average, Broad, Plus Size",Cool,Fleece,"Beige, streetwear, solid, urban, minimal",images/top/beige_hoodie.jpg
Khaki Sandals 294,Shoes,Unisex,Khaki,Casual,Casual Outing,Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Rubber,"Khaki, casual, solid, minimal",images/shoes/khaki_sandals.jpg
Brown Boots 295,Shoes,Unisex,Brown,Streetwear,"Party, University",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Suede,"Brown, streetwear, solid, urban, minimal",images/shoes/brown_boots.jpg
Olive Shorts 296,Bottom,Unisex,Olive,Casual,Travel,Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Olive, casual, striped",images/bottom/olive_shorts.jpg
Pink Boots 297,Shoes,Unisex,Pink,Streetwear,"Party, Travel",Regular Fit,Autumn/Winter,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Cool,Leather,"Pink, streetwear, solid, urban, minimal",images/shoes/pink_boots.jpg
Mustard Knit Sweater 298,Top,Unisex,Mustard,Preppy,"Office, Casual Outing, Date",Regular Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Wool,"Mustard, preppy, solid, minimal",images/top/mustard_knit_sweater.jpg
Grey Blazer 299,Outerwear,Unisex,Grey,Smart Casual,Interview,Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Cool,Cotton,"Grey, smart casual, check, versatile",images/outerwear/grey_blazer.jpg
Brown Polo Shirt 300,Top,Unisex,Brown,Preppy,"University, Party, Casual Outing",Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Hot,Cotton,"Brown, preppy, striped",images/top/brown_polo_shirt.jpg
Red Henley 301,Top,Unisex,Red,Casual,Travel,Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Red, casual, solid, minimal",images/top/red_henley.jpg
Light Blue Shorts 302,Bottom,Unisex,Light Blue,Casual,"Travel, Casual Outing, Beach",Relaxed Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Light Blue, casual, striped",images/bottom/light_blue_shorts.jpg
Pink Sandals 303,Shoes,Unisex,Pink,Casual,Casual Outing,Regular Fit,Spring/Summer,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Hot,Rubber,"Pink, casual, solid, minimal",images/shoes/pink_sandals.jpg
Mustard T-Shirt 304,Top,Unisex,Mustard,Minimalist,"University, Party, Date",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Mustard, minimalist, striped",images/top/mustard_t-shirt.jpg
Navy Dress Trousers 305,Bottom,Unisex,Navy,Formal,"Interview, Office",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Polyester,"Navy, formal, pinstripe, professional",images/bottom/navy_dress_trousers.jpg
Brown Hoodie 306,Top,Unisex,Brown,Casual,"Party, Travel",Oversized,Autumn/Winter,"Medium, Deep","Slim, Average, Broad, Plus Size",Cool,Fleece,"Brown, casual, solid, minimal",images/top/brown_hoodie.jpg
Beige Sneakers 307,Shoes,Unisex,Beige,Streetwear,"Party, Casual Outing",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Canvas,"Beige, streetwear, solid, urban, minimal",images/shoes/beige_sneakers.jpg
Lavender Henley 308,Top,Unisex,Lavender,Casual,Casual Outing,Slim Fit,All Season,"Fair, Medium","Slim, Average, Athletic",Mild,Cotton,"Lavender, casual, solid, minimal",images/top/lavender_henley.jpg
Beige Dress Trousers 309,Bottom,Unisex,Beige,Business Casual,"Interview, Presentation, Office",Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Mild,Wool,"Beige, business casual, pinstripe, professional",images/bottom/beige_dress_trousers.jpg
Forest Green Henley 310,Top,Unisex,Forest Green,Casual,"Travel, Date",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Forest Green, casual, solid, minimal",images/top/forest_green_henley.jpg
Burgundy Chinos 311,Bottom,Unisex,Burgundy,Business Casual,Presentation,Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Burgundy, business casual, solid, professional, minimal",images/bottom/burgundy_chinos.jpg
Forest Green T-Shirt 312,Top,Unisex,Forest Green,Casual,Casual Outing,Relaxed Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Forest Green, casual, solid, minimal",images/top/forest_green_t-shirt.jpg
Burgundy Bomber Jacket 313,Outerwear,Unisex,Burgundy,Casual,"Travel, University",Oversized,All Season,"Fair, Medium, Deep","Slim, Average, Broad, Plus Size",Mild,Nylon,"Burgundy, casual, solid, minimal",images/outerwear/burgundy_bomber_jacket.jpg
Mustard Bomber Jacket 314,Outerwear,Unisex,Mustard,Casual,Travel,Oversized,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Cool,Cotton,"Mustard, casual, solid, minimal",images/outerwear/mustard_bomber_jacket.jpg
Lavender Loafers 315,Shoes,Unisex,Lavender,Business Casual,Party,Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Suede,"Lavender, business casual, solid, professional, minimal",images/shoes/lavender_loafers.jpg
Forest Green Cargo Pants 316,Bottom,Unisex,Forest Green,Casual,"Travel, University",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Forest Green, casual, solid, minimal",images/bottom/forest_green_cargo_pants.jpg
White Shorts 317,Bottom,Unisex,White,Casual,Beach,Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"White, casual, solid, minimal",images/bottom/white_shorts.jpg
Forest Green Polo Shirt 318,Top,Unisex,Forest Green,Smart Casual,"Party, Office",Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Forest Green, smart casual, striped, versatile",images/top/forest_green_polo_shirt.jpg
Mustard Oxford Shirt 319,Top,Unisex,Mustard,Preppy,"Date, Wedding, Presentation",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"Mustard, preppy, solid, minimal",images/top/mustard_oxford_shirt.jpg
Forest Green Dress Shirt 320,Top,Unisex,Forest Green,Formal,"Office, Presentation, Business Meeting",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Any,Cotton,"Forest Green, formal, striped, professional",images/top/forest_green_dress_shirt.jpg
Khaki Shorts 321,Bottom,Unisex,Khaki,Casual,"Casual Outing, Travel, Beach",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Khaki, casual, solid, minimal",images/bottom/khaki_shorts.jpg
Red Shorts 322,Bottom,Unisex,Red,Casual,"Travel, Casual Outing",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Red, casual, solid, minimal",images/bottom/red_shorts.jpg
Khaki Jeans 323,Bottom,Unisex,Khaki,Streetwear,"Date, Travel, Casual Outing",Straight Fit,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Any,Denim,"Khaki, streetwear, solid, urban, minimal",images/bottom/khaki_jeans.jpg
Navy Sneakers 324,Shoes,Unisex,Navy,Casual,Party,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Navy, casual, solid, minimal",images/shoes/navy_sneakers.jpg
Navy Henley 325,Top,Unisex,Navy,Smart Casual,Casual Outing,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"Navy, smart casual, solid, versatile, minimal",images/top/navy_henley.jpg
White Knit Sweater 326,Top,Unisex,White,Preppy,"Travel, Date",Regular Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"White, preppy, solid, minimal",images/top/white_knit_sweater.jpg
